id,authors,year,title,venue
1784,"Roberto J. Bayardo, Jr.",1998,Efficiently mining long patterns from databases,International Conference on Management of Data
1785,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",1998,CURE: an efficient clustering algorithm for large databases,International Conference on Management of Data
1786,"Mitch Cherniack, Stan Zdonik",1998,Changing the rules: transformations for rule-based optimizers,International Conference on Management of Data
1787,Leonidas Fegaras,1998,Query unnesting in object-oriented databases,International Conference on Management of Data
1788,"Jun Rao, Kenneth A. Ross",1998,Reusing invariants: a new strategy for correlated queries,International Conference on Management of Data
1789,"Takahiko Shintani, Masaru Kitsuregawa",1998,Parallel mining algorithms for generalized association rules with classification hierarchy,International Conference on Management of Data
1790,"Raymond T. Ng, Laks V. S. Lakshmanan, Jiawei Han, Alex Pang",1998,Exploratory mining and pruning optimizations of constrained associations rules,International Conference on Management of Data
1791,"Dick Tsur, Jeffrey D. Ullman, Serge Abiteboul, Chris Clifton, Rajeev Motwani, Svetlozar Nestorov, Arnon Rosenthal",1998,Query flocks: a generalization of association-rule mining,International Conference on Management of Data
1792,"Chee-Yong Chan, Yannis E. Ioannidis",1998,Bitmap index design and evaluation,International Conference on Management of Data
1793,"Surajit Chaudhuri, Vivek Narasayya",1998,AutoAdmin what-if index analysis utility,International Conference on Management of Data
1794,"Phillip B. Gibbons, Yossi Matias",1998,New sampling-based summary statistics for improving approximate query answers,International Conference on Management of Data
1795,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",1998,Integrating association rule mining with relational database systems: alternatives and implications,International Conference on Management of Data
1796,"Soumen Chakrabarti, Byron Dom, Piotr Indyk",1998,Enhanced hypertext categorization using hyperlinks,International Conference on Management of Data
1797,"Subbu N. Subramanian, Shivakumar Venkataraman",1998,Cost-based optimization of decision support queries using transient-views,International Conference on Management of Data
1798,Brad Adelberg,1998,NoDoSE-a tool for semi-automatically extracting structured and semistructured data from text documents,International Conference on Management of Data
1799,"Svetlozar Nestorov, Serge Abiteboul, Rajeev Motwani",1998,Extracting schema from semistructured data,International Conference on Management of Data
1800,"Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton",1998,Caching multidimensional queries using chunks,International Conference on Management of Data
1801,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",1998,Simultaneous optimization and evaluation of multiple dimensional queries,International Conference on Management of Data
1802,"G&#237;sli R. Hjaltason, Hanan Samet",1998,Incremental distance join algorithms for spatial databases,International Conference on Management of Data
1803,"Yannis Kotidis, Nick Roussopoulos",1998,An alternative storage organization for ROLAP aggregate views based on cubetrees,International Conference on Management of Data
1804,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",1998,The DEDALE system for complex spatial queries,International Conference on Management of Data
1805,"Apostolos N. Papadopoulos, Yannis Manolopoulos",1998,Similarity query processing using disk arrays,International Conference on Management of Data
1806,Re&#233;e J. Miller,1998,Using schematically heterogeneous structures,International Conference on Management of Data
1807,William W. Cohen,1998,Integration of heterogeneous databases without common domains using queries based on textual similarity,International Conference on Management of Data
1808,"Timothy Griffin, Richard Hull",1997,A framework for implementing hypothetical queries,International Conference on Management of Data
1809,"Michael J. Carey, Donald Kossmann",1997,On saying Enough already! in SQL,International Conference on Management of Data
1810,"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",1997,Dynamic itemset counting and implication rules for market basket data,International Conference on Management of Data
1811,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",1997,High-performance sorting on networks of workstations,International Conference on Management of Data
1812,"Eui-Hong Han, George Karypis, Vipin Kumar",1997,Scalable parallel data mining for association rules,International Conference on Management of Data
1813,"Sergey Brin, Rajeev Motwani, Craig Silverstein",1997,Beyond market baskets: generalizing association rules to correlations,International Conference on Management of Data
1814,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",1997,DEVise: integrated querying and visual exploration of large datasets,International Conference on Management of Data
1815,"Flip Korn, H. V. Jagadish, Christos Faloutsos",1997,Efficiently supporting ad hoc queries in large datasets of time sequences,International Conference on Management of Data
1816,"Michael J. Carey, David J. DeWitt, Jeffrey F. Naughton, Mohammad Asgarian, Paul Brown, Johannes E. Gehrke, Dhaval N. Shah",1997,The BUCKY object-relational benchmark,International Conference on Management of Data
1817,"Joachen Doppelhammer, Thomas H&#246;ppler, Alfons Kemper, Donald Kossmann",1997,Database performance in the real world: TPC-D and SAP R/3,International Conference on Management of Data
1818,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",1997,An array-based algorithm for simultaneous multidimensional aggregates,International Conference on Management of Data
1819,"Brad Adelberg, Hector Garcia-Molina, Jennifer Widom",1997,The STRIP rule system for efficiently maintaining derived data,International Conference on Management of Data
1820,"Swarup Acharya, Michael Franklin, Stanley Zdonik",1997,Balancing push and pull for data broadcast,International Conference on Management of Data
1821,"Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang",1997,Online aggregation,International Conference on Management of Data
1822,"Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke",1997,STARTS: Stanford proposal for Internet meta-searching,International Conference on Management of Data
1823,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",1997,InfoSleuth: agent-based semantic integration of information in open and dynamic environments,International Conference on Management of Data
1824,"Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross",1997,Supporting multiple view maintenance policies,International Conference on Management of Data
1825,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",1997,Efficient view maintenance at data warehouses,International Conference on Management of Data
1826,"Fran&#231;ois Llirbat, Fran&#231;oise Fabret, Eric Simon",1997,Eliminating costly redundant computations from SQL trigger executions,International Conference on Management of Data
1827,"Iakovos Motakis, Carlo Zaniolo",1997,Temporal aggregation in active database rules,International Conference on Management of Data
1828,"R. J. Miller, Y. Yang",1997,Association rules over interval data,International Conference on Management of Data
1829,"Binto George, Jayant Haritsa",1997,Secure transaction processing in firm real-time database systems,International Conference on Management of Data
1830,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",1997,A unified framework for enforcing multiple access control policies,International Conference on Management of Data
1831,"Ramesh Gupta, Jayant Haritsa, Krithi Ramamritham",1997,Revisiting commit processing in distributed database systems,International Conference on Management of Data
1832,"Umesh Maheshwari, Barbara Liskov",1997,Partitioned garbage collection of a large object store,International Conference on Management of Data
1833,"Nick Koudas, Kenneth C. Sevcik",1997,Size separation spatial join,International Conference on Management of Data
1834,"Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton",1997,"Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation",International Conference on Management of Data
1835,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",1997,A toolkit for negotiation support interfaces to multi-dimensional data,International Conference on Management of Data
1836,"Tolga Bozkaya, Meral Ozsoyoglu",1997,Distance-based indexing for high-dimensional metric spaces,International Conference on Management of Data
1837,"Norio Katayama, Shin'ichi Satoh",1997,The SR-tree: an index structure for high-dimensional nearest neighbor queries,International Conference on Management of Data
1838,"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",1997,Wave-indices: indexing evolving databases,International Conference on Management of Data
1839,"Dallan Quass, Jennifer Widom",1997,On-line warehouse view maintenance,International Conference on Management of Data
1840,"Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Svetlozar Nestorov, Ramana Yerneni, Marcus Breunig, Vasilis Vassalos",1997,Template-based wrappers in the TSIMMIS system,International Conference on Management of Data
1841,"Paolo Atzeni, Riccardo Torlone",1997,MDM: a multiple-data model tool for the management of heterogeneous database schemes,International Conference on Management of Data
1842,"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",1997,The Context Interchange mediator prototype,International Conference on Management of Data
1843,"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",1997,SEMCOG: an object-based image retrieval system and its visual query interface,International Conference on Management of Data
1844,"Anthony Tomasic, R&#233;my Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid",1997,The distributed information search component (Disco) and the World Wide Web,International Conference on Management of Data
1845,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",1997,The InfoSleuth Project,International Conference on Management of Data
1846,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",1997,Infomaster: an information integration system,International Conference on Management of Data
1847,"Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri",1997,Languages for multi-database interoperability,International Conference on Management of Data
1848,"Surajit Chaudhuri, Umeshwar Dayal",1997,Data warehousing and OLAP for decision support,International Conference on Management of Data
1849,Ralf Kramer,1997,Databases on the Web: technologies for federation architectures and case studies,International Conference on Management of Data
1850,"Michael J. Carey, Nelson M. Mattos, Anil K. Nori",1997,"Object-relational database systems (tutorial): principles, products and challenges",International Conference on Management of Data
1851,Dennis Shasha,1997,"Lessons from Wall Street: case studies in configuration, tuning, and distribution",International Conference on Management of Data
1852,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",1997,DEVise (demo abstract): integrated querying and visual exploration of large datasets,International Conference on Management of Data
1853,"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suchow, Moshe Zloof",1997,Picture programming project,International Conference on Management of Data
1854,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",1997,Delaunay: a database visualization system,International Conference on Management of Data
1855,Surajit Chaudhuri,1997,Query optimization at the crossroads,International Conference on Management of Data
1856,"Thomas Eiter, Georg Gottlob, Heikki Mannila",1997,Disjunctive datalog,ACM Transactions on Database Systems (TODS)
1857,"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",1997,ProbView: a flexible probabilistic database system,ACM Transactions on Database Systems (TODS)
1858,"Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber",1997,Zoo: a desktop experiment management environment,International Conference on Management of Data
1859,"Michael J. Franklin, Michael J. Carey, Miron Livny",1997,Transactional client-server cache consistency: alternatives and performance,ACM Transactions on Database Systems (TODS)
1860,"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",1997,OGDI: toward interoperability among geospatial databases,ACM SIGMOD Record
1861,"Thanasis Hadzilacos, Nectaria Tryfona",1997,An extended entity-relationship model for geographic applications,ACM SIGMOD Record
1862,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",1997,A query language for a Web-site management system,ACM SIGMOD Record
1863,"Daniel Barbar&#225;, Mark Sullivan",1997,Quasi-cubes: exploiting approximations in multidimensional databases,ACM SIGMOD Record
1864,"Wilburt J. Labio, Yue Zhuge, Janet L. Wiener, Himanshu Gupta, H&#233;ctor Garc&#237;a-Molina, Jennifer Widom",1997,The WHIPS prototype for data warehouse creation and maintenance,International Conference on Management of Data
1865,"Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel",1997,Structural matching and discovery in document databases,International Conference on Management of Data
1866,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",1997,STRUDEL: a Web site management system,International Conference on Management of Data
1867,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",1997,GeoMiner: a system prototype for spatial data mining,International Conference on Management of Data
1868,S. Chakravarthy,1997,Sentinel: an object-oriented DBMS with event-based rules,International Conference on Management of Data
1869,"Dirk Wodtke, Jeanine Weissenfels, Gerhard Weikum, Angelika Kotz Dittrich, Peter Muth",1997,The MENTOR workbench for enterprise-wide workflow management,International Conference on Management of Data
1870,"Stefan Berchtold, Hans-Peter Kriegel",1997,S3: similarity search in CAD database systems,International Conference on Management of Data
1871,"Praveen Seshadri, Mark Paskin",1997,PREDATOR: an OR-DBMS with enhanced data types,International Conference on Management of Data
1872,Corporate Act-Net Consortium,1996,The active database management system manifesto: a rulebase of ADBMS features,ACM SIGMOD Record
1873,"Azer Bestavros, Kwei-Jay Lin, Sang Son",1996,Report on first international workshop on real-time database systems,ACM SIGMOD Record
1874,"Alexandros Biliris, Euthimios Panagos",1996,BeSS object storage manager: architecture overview,ACM SIGMOD Record
1875,Asuman Dogac,1996,Middle East Technical University Software Research and Development Center,ACM SIGMOD Record
1876,"Michael G. Norman, Thomas Zurek, Peter Thanisch",1996,Much ado about shared-nothing,ACM SIGMOD Record
1877,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",1996,On the cost of monitoring and reorganization of object bases for clustering,ACM SIGMOD Record
1878,"Waqar Hasan, Daniela Florescu, Patrick Valduriez",1996,Open issues in parallel query optimization,ACM SIGMOD Record
1879,"Lionel Brunie, Harald Kosch",1996,Control strategies for complex relational query processing in shared nothing systems,ACM SIGMOD Record
1880,"Witold Litwin, Marie-Anna Neimat, Donovan A. Schneider",1996,"LH*-a scalable, distributed data structure",ACM Transactions on Database Systems (TODS)
1881,"Louiqa Raschid, Jorge Lobo",1996,Semantics for update rule programs and implementation in a relational database management system,ACM Transactions on Database Systems (TODS)
1882,"John S. Keen, William J. Dally",1997,Extended ephemeral logging: log storage management for applications with long lived transactions,ACM Transactions on Database Systems (TODS)
1883,"C&#233;sar Galindo-Legaria, Arnon Rosenthal",1997,Outerjoin simplification and reordering for query optimization,ACM Transactions on Database Systems (TODS)
1884,George Colliat,1996,"OLAP, relational, and multidimensional database systems",ACM SIGMOD Record
1885,"Albert D'Andrea, Phil Janus",1996,UniSQL's next-generation object-relational database management system,ACM SIGMOD Record
1886,Xiaolei Qian,1996,Scientists called upon to take actions,ACM SIGMOD Record
1887,Dean Kuo,1996,Model and verification of a data manager based on ARIES,ACM Transactions on Database Systems (TODS)
1888,Yannis E. Ioannidis,1996,Dynamic information visualization,ACM SIGMOD Record
1889,"Tiziana Catarci, Isabel F. Cruz",1996,Information visualization,ACM SIGMOD Record
1890,Christopher Ahlberg,1996,Spotfire: an information exploration environment,ACM SIGMOD Record
1891,"Egemen Tanin, Richard Beigel, Ben Shneiderman",1996,Incremental data structures and algorithms for dynamic query interfaces,ACM SIGMOD Record
1892,C. J. Date,1996,"A response to R. Camps' article Domains, relations and religious wars",ACM SIGMOD Record
1893,"Randel J. Peters, M. Tamer &#214;zsu",1997,An axiomatic model of dynamic schema evolution in objectbase systems,ACM Transactions on Database Systems (TODS)
1894,"M. Rafanelli, A. Bezenchek, L. Tininini",1996,The aggregate data problem: a system for their definition and management,ACM SIGMOD Record
1895,Hugh Darwen,1996,"In reply to Domains, relations and religious wars",ACM SIGMOD Record
1896,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",1996,Report from the NSF workshop on workflow and process automation in information systems,ACM SIGMOD Record
1897,"Kenneth C. Cox, Stephen G. Eick, Taosong He",1996,3D geographic network displays,ACM SIGMOD Record
1898,Jeff Sidell,1996,The Mariposa distributed database management system,ACM SIGMOD Record
1899,"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",1996,An orthogonally persistent Java,ACM SIGMOD Record
1900,Daniel A. Keim,1996,Pixel-oriented database visualizations,ACM SIGMOD Record
1901,"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",1996,A framework for information visualisation,ACM SIGMOD Record
1902,"Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vista",1996,Applying database visualization to the World Wide Web,ACM SIGMOD Record
1903,"Giuseppe Santucci, Laura Tarantino",1996,To table or not to table: a hypertabular answer,ACM SIGMOD Record
1904,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",1997,WWW-UDK: a web-based environmental meta-information system,ACM SIGMOD Record
1905,"Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest",1997,UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,ACM SIGMOD Record
1906,"David J. Abel, Kerry Taylor, Dean Kun",1997,Integrating modelling systems for environmental management information systems,ACM SIGMOD Record
1907,"Anthony Tomasic, Eric Simon",1997,Improving access to environmental data using context information,ACM SIGMOD Record
1908,Xiolai Qian,1996,New programs at DARPA and NSF,ACM SIGMOD Record
1909,Oliver G&#252;nther,1997,Environmental information systems,ACM SIGMOD Record
1910,Andrew Eisenberg,1996,New standard for stored procedures in SQL,ACM SIGMOD Record
1911,Ramesh Bhashyam,1996,"TPC-D-the challenges, issues and results",ACM SIGMOD Record
1912,"Shekar Ramanathan, Julia Hodges",1997,Extraction of object-oriented structures from existing relational databases,ACM SIGMOD Record
1913,"Surajit Chaudhuri, Umeshwar Dayal",1997,An overview of data warehousing and OLAP technology,ACM SIGMOD Record
1914,"Kosmas Karadimitriou, John M. Tyler",1997,Min-max compression methods for medical image databases,ACM SIGMOD Record
1915,Joseph Fong,1997,Converting relational to object-oriented databases,ACM SIGMOD Record
1916,"Peter Buneman, Louiqa Raschid, Jeffrey Ullman",1997,"Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996",ACM SIGMOD Record
1917,"Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman",1997,A consumer viewpoint on Mediator languages-a proposal for a standard,ACM SIGMOD Record
1918,"James Frew, Jeff Dozier",1997,Data management for earth system science,ACM SIGMOD Record
1919,Kenn Gardels,1997,Open GIS and on-line environmental libraries,ACM SIGMOD Record
1920,"Davood Rafiei, Alberto Mendelzon",1997,Similarity-based queries for time series data,International Conference on Management of Data
1921,"Stefan Berchtold, Christian B&#246;hm, Bernhard Braunm&#252;ller, Daniel A. Keim, Hans-Peter Kriegel",1997,Fast parallel similarity search in multimedia databases,International Conference on Management of Data
1922,"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",1997,An adaptive data replication algorithm,ACM Transactions on Database Systems (TODS)
1923,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",1997,Applying formal methods to semantic-based decomposition of transactions,ACM Transactions on Database Systems (TODS)
1924,"James Clifford, Curtis Dyreson, Tom&#225;s Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",1997,On the semantics of now in databases,ACM Transactions on Database Systems (TODS)
1925,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",1997,Logical design for temporal databases with multiple granularities,ACM Transactions on Database Systems (TODS)
1926,Xiaolei Qian,1997,Opportunities in information management and assurance,ACM SIGMOD Record
1927,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",1997,Query previews for networked information systems: a case study with NASA environmental data,ACM SIGMOD Record
1928,"Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko",1997,Database buffer size investigation for OLTP workloads,International Conference on Management of Data
1929,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",1997,Maintenance of data cubes and summary tables in a warehouse,International Conference on Management of Data
1930,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",1997,Cubetree: organization of and bulk incremental updates on the data cube,International Conference on Management of Data
1931,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",1997,Range queries in OLAP data cubes,International Conference on Management of Data
1932,"Marcel Kornacker, C. Mohan, Joseph M. Hellerstein",1997,Concurrency and recovery in generalized search trees,International Conference on Management of Data
1933,"Markos Zaharioudakis, Michael J. Carey",1997,Highly concurrent cache consistency for indices in client-server database systems,International Conference on Management of Data
1934,"Patrick O'Neil, Dallan Quass",1997,Improved query performance with variant indexes,International Conference on Management of Data
1935,"Sudarshan S. Chawathe, Hector Garcia-Molina",1997,Meaningful change detection in structured data,International Conference on Management of Data
1936,"Jason T. L. Wang, Kaizhong Zhang, Dennis Shasha",1995,"Pattern matching and pattern discovery in scientific, program, and document databases",International Conference on Management of Data
1937,"R. L. Grossman, D. Hanley, X. Qin",1995,PTool: a light weight persistent object manager,International Conference on Management of Data
1938,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",1995,Using the CALANDA time series management system,International Conference on Management of Data
1939,"Willem Jonker, Heribert Sch&#252;tz",1995,The ECRC multi database system,International Conference on Management of Data
1940,"Elena Baralis, Stefano Ceri, Stefano Paraboschi",1996,Modularization techniques for active rules design,ACM Transactions on Database Systems (TODS)
1941,"Peter Buneman, Atsushi Ohori",1996,Polymorphism and type inference in database programming,ACM Transactions on Database Systems (TODS)
1942,"Wai Yin Mok, Yiu-Kai Ng, David W. Embley",1996,A normal form for precisely characterizing redundancy in nested relations,ACM Transactions on Database Systems (TODS)
1943,"Inderpal Singh Mumick, Sheldon J. Finkelstein, Hamid Pirahesh, Raghu Ramakrishnan",1996,Magic conditions,ACM Transactions on Database Systems (TODS)
1944,"Ling Liu, Robert Meersman",1996,The building blocks for specifying communication behavior of complex objects: an activity-driven approach,ACM Transactions on Database Systems (TODS)
1945,Kenneth A. Ross,1996,Tail recursion elimination in deductive databases,ACM Transactions on Database Systems (TODS)
1946,"Colin Bell, Anil Nerode, Raymond T. Ng, V. S. Subrahmanian",1996,Implementing deductive databases by mixed integer programming,ACM Transactions on Database Systems (TODS)
1947,"Sha Guo, Wei Sun, Mark A. Weiss",1996,Solving satisfiability and implication problems in database systems,ACM Transactions on Database Systems (TODS)
1948,"Paolo Ciaccia, Paolo Tiberio, Pavel Zezula",1996,Declustering of key-based partitioned signature files,ACM Transactions on Database Systems (TODS)
1949,"Debabrata Dey, Sumit Sarkar",1996,A probabilistic relational model and algebra,ACM Transactions on Database Systems (TODS)
1950,"Shahram Ghandeharizadeh, Richard Hull, Dean Jacobs",1996,Heraclitus: elevating deltas to be first-class citizens in a database programming language,ACM Transactions on Database Systems (TODS)
1951,"Ramakrishnan Srikant, Rakesh Agrawal",1996,Mining quantitative association rules in large relational tables,International Conference on Management of Data
1952,"Peter G. Selfridge, Divesh Srivastava, Lynn O. Wilson",1996,IDEA: interactive data exploration and analysis,International Conference on Management of Data
1953,"Takeshi Fukuda, Yasukiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",1996,"Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization",International Conference on Management of Data
1954,"Piyush Goel, Bala Iyer",1996,SQL query optimization: reordering for a general class of queries,International Conference on Management of Data
1955,"Bennet Vance, David Maier",1996,Rapid bushy join-order optimization with Cartesian products,International Conference on Management of Data
1956,"W. O'Connell, I. T. Ieong, D. Schrader, C. Watson, G. Au, A. Biliris, S. Choo, P. Colin, G. Linderman, E. Panagos, J. Wang, T. Walter",1996,A Teradata content-based multimedia object manager for massively parallel architectures,International Conference on Management of Data
1957,"David Simmen, Eugene Shekita, Timothy Malkemus",1996,Fundamental techniques for order optimization,International Conference on Management of Data
1958,"Surajit Chaudhuri, Luis Gravano",1996,Optimizing queries over multimedia repositories,International Conference on Management of Data
1959,"Banu &#214;zden, Rajeev Rastogi, Prashant Shenoy, Avi Silberschatz",1996,Fault-tolerant architectures for continuous media servers,International Conference on Management of Data
1960,"Chendong Zou, Betty Salzberg",1996,On-line reorganization of sparsely-populated B+-trees,International Conference on Management of Data
1961,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",1996,BIRCH: an efficient data clustering method for very large databases,International Conference on Management of Data
1962,"S. Adali, K. S. Candan, Y. Papakonstantinou, V. S. Subrahmanian",1996,Query caching and optimization in distributed mediator systems,International Conference on Management of Data
1963,"Kiran J. Achyutuni, Edward Omiecinski, Shamkant B. Navathe",1996,Two techniques for on-line index modification in shared nothing parallel databases,International Conference on Management of Data
1964,Jos&#233; A. Blakeley,1996,Data access for the masses through OLE DB,International Conference on Management of Data
1965,"Michael J. Franklin, Bj&#246;rn Th&#243;r J&#243;nsson, Donald Kossmann",1996,Performance tradeoffs for client-server query processing,International Conference on Management of Data
1966,"Kazuhiko Mogi, Masaru Kitsuregawa",1996,Hot mirroring: a method of hiding parity update penalty and degradation during rebuilds for RAID5,International Conference on Management of Data
1967,"Jim Gray, Pat Helland, Patrick O'Neil, Dennis Shasha",1996,The dangers of replication and a solution,International Conference on Management of Data
1968,"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",1996,Providing better support for a class of decision support queries,International Conference on Management of Data
1969,"Leonid Libkin, Rona Machlin, Limsoon Wong",1996,"A query language for multidimensional arrays: design, implementation, and optimization techniques",International Conference on Management of Data
1970,"Bruce K. Hillyer, Avi Silberschatz",1996,Random I/O scheduling in online tertiary storage systems,International Conference on Management of Data
1971,"Venky Harinarayan, Anand Rajaraman, Jeffrey D. Ullman",1996,Implementing data cubes efficiently,International Conference on Management of Data
1972,"Jignesh M. Patel, David J. DeWitt",1996,Partition based spatial-merge join,International Conference on Management of Data
1973,"Sumit Ganguly, Phillip B. Gibbons, Yossi Matias, Avi Silberschatz",1996,Bifocal sampling for skew-resistant join size estimation,International Conference on Management of Data
1974,Ramesh C. Agarwal,1996,A super scalar sort algorithm for RISC processors,International Conference on Management of Data
1975,"Ming-Ling Lo, Chinya V. Ravishankar",1996,Spatial hash-joins,International Conference on Management of Data
1976,"Michael Doherty, Richard Hull, Mohammed Rupawalla",1996,Structures for manipulating proposed updates in object-oriented databases,International Conference on Management of Data
1977,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",1996,Safe and efficient sharing of persistent objects in Thor,International Conference on Management of Data
1978,"P. Krishnan, Jeffrey Scott Vitter, Bala Iyer",1996,Estimating alphanumeric selectivity in the presence of wildcards,International Conference on Management of Data
1979,"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",1996,Improved histograms for selectivity estimation of range predicates,International Conference on Management of Data
1980,"Kurt P. Brown, Michael J. Carey, Miron Livny",1996,Goal-oriented buffer management revisited,International Conference on Management of Data
1981,"Minos N. Garofalakis, Yannis E. Ioannidis",1996,Multi-dimensional resource scheduling for parallel queries,International Conference on Management of Data
1982,"Stephen Blott, Lukas Relly, Hans-J&#246;rg Schek",1996,An open abstract-object storage system,International Conference on Management of Data
1983,Keishi Tajima,1996,Static detection of security flaws in object-oriented databases,International Conference on Management of Data
1984,"Vassilis Christophides, Sophie Cluet, Guido Moerkotte",1996,Evaluating queries with generalized path expressions,International Conference on Management of Data
1985,"Mitch Cherniack, Stanley B. Zdonik",1996,Rule languages and internal algebras for rule-based optimizers,International Conference on Management of Data
1986,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",1996,Towards effective and efficient free space management,International Conference on Management of Data
1987,"Jonathan E. Cook, Artur W. Klauser, Alexander L. Wolf, Benjamin G. Zorn",1996,"Semi-automatic, self-adaptive control of garbage collection rates in object databases",International Conference on Management of Data
